Name,ARN
"['eni.ramiqi', 'jon.krasniqi', 'korab.osmani', 'leonita.berkolli', 'luan.gashi', 'rinesa.shkodra']","['arn:aws:iam::825880227928:user/eni.ramiqi', 'arn:aws:iam::825880227928:user/jon.krasniqi', 'arn:aws:iam::825880227928:user/korab.osmani', 'arn:aws:iam::825880227928:user/leonita.berkolli', 'arn:aws:iam::825880227928:user/luan.gashi', 'arn:aws:iam::825880227928:user/rinesa.shkodra']"
